ensembl_gene_id;external_gene_name;chromosome_name;start_position;end_position;strand
ENSMUSG00000033880;Lgals3bp;11;118283577;118292918;-1
ENSMUSG00000033883;Zfp267;3;36205166;36224491;1
ENSMUSG00000033885;Pxk;14;14304656;14371562;-1
ENSMUSG00000033900;Map9;3;82265351;82302575;1
ENSMUSG00000033902;Mapkbp1;2;119803180;119857889;1
ENSMUSG00000033904;Ccp110;7;118311775;118336247;1
ENSMUSG00000033906;Zdhhc15;X;103580575;103714670;-1
ENSMUSG00000033909;Usp36;11;118150477;118181070;-1
ENSMUSG00000033910;Gucy1a1;3;81999734;82053096;-1
ENSMUSG00000033916;Chmp2a;7;12765937;12768734;-1
ENSMUSG00000033917;Gde1;7;118287768;118305001;-1
ENSMUSG00000033918;Parl;16;20098568;20121137;-1
ENSMUSG00000033931;Rbm34;8;127673922;127697821;-1
ENSMUSG00000033933;Vhl;6;113600920;113608594;1
ENSMUSG00000033938;Ndufb7;8;84293300;84298255;1
ENSMUSG00000033940;Brk1;6;113581733;113593912;1
ENSMUSG00000033943;Mga;2;119727709;119800062;1
ENSMUSG00000033948;Zswim5;4;116734573;116846461;1
ENSMUSG00000033949;Trim36;18;46298367;46345674;-1
ENSMUSG00000033952;Aspm;1;139382510;139421829;1
ENSMUSG00000033953;Ppp3r1;11;17109263;17150375;1
ENSMUSG00000033955;Tnks1bp1;2;84878366;84903392;1
ENSMUSG00000033960;Jcad;18;4634878;4682869;1
ENSMUSG00000033961;Zfp446;7;12711775;12719641;1
ENSMUSG00000033964;Zbtb41;1;139350026;139380743;1
ENSMUSG00000033965;Slc16a2;X;102741020;102865589;-1
ENSMUSG00000033970;Rfc3;5;151566221;151574707;-1
ENSMUSG00000033972;Zfp944;17;22556970;22580381;-1
ENSMUSG00000033981;Gria2;3;80588757;80710142;-1
ENSMUSG00000033983;Coil;11;88861078;88882439;1
ENSMUSG00000033985;Tesk2;4;116578145;116663153;1
ENSMUSG00000033987;Dnah17;11;117912549;118021460;-1
ENSMUSG00000033991;Ttc37;13;76246853;76338435;1
ENSMUSG00000033998;Kcnk1;8;126721909;126757424;1
ENSMUSG00000034000;Neu4;1;93948173;93956056;1
ENSMUSG00000034006;Slc66a2;18;80296507;80335940;1
ENSMUSG00000034007;Scaper;9;55457163;55845403;-1
ENSMUSG00000034009;Rxfp1;3;79548918;79645187;-1
ENSMUSG00000034021;Pds5b;5;150597204;150734155;1
ENSMUSG00000034022;Cpsf1;15;76480003;76491791;-1
ENSMUSG00000034023;Fancd2;6;113508643;113573978;1
ENSMUSG00000034024;Cct2;10;116886906;116899719;-1
ENSMUSG00000034032;Rpap1;2;119593785;119618018;-1
ENSMUSG00000034035;Ccdc17;4;116453851;116457463;1
ENSMUSG00000034037;Fgd5;6;91955859;92052985;1
ENSMUSG00000034040;Galnt17;5;130900923;131337335;-1
ENSMUSG00000034042;Gpbp1l1;4;116414855;116451079;1
ENSMUSG00000034055;Phka1;X;101557581;101687852;-1
ENSMUSG00000034059;Ypel4;2;84564402;84568999;1
ENSMUSG00000034063;4930590J08Rik;6;91879790;91927706;1
ENSMUSG00000034064;Poglut1;16;38345499;38370620;-1
ENSMUSG00000034066;Farp2;1;93439801;93549698;1
ENSMUSG00000034071;Zfp551;7;12149080;12156678;-1
ENSMUSG00000034075;Zdhhc5;2;84518314;84545524;-1
ENSMUSG00000034083;Ccdc174;6;91855034;91876824;1
ENSMUSG00000034088;Hdlbp;1;93333662;93406537;-1
ENSMUSG00000034098;Fstl5;3;75981577;76617326;1
ENSMUSG00000034101;Ctnnd1;2;84430415;84481109;-1
ENSMUSG00000034105;Meak7;8;120486815;120505155;-1
ENSMUSG00000034108;Ccs;19;4875394;4889360;-1
ENSMUSG00000034109;Golim4;3;75782391;75864256;-1
ENSMUSG00000034110;Kctd7;5;130173702;130184647;1
ENSMUSG00000034111;Tmed8;12;87213011;87247228;-1
ENSMUSG00000034116;Vav1;17;57586100;57635031;1
ENSMUSG00000034118;Tpst1;5;130102167;130164570;1
ENSMUSG00000034120;Srsf2;11;116740727;116743920;-1
ENSMUSG00000034121;Mks1;11;87744041;87754629;1
ENSMUSG00000034126;Pomt2;12;87153635;87194742;-1
ENSMUSG00000034127;Tspan8;10;115652737;115685798;1
ENSMUSG00000034135;Sik3;9;45924118;46135492;1
ENSMUSG00000034152;Exoc3;13;74317607;74356851;-1
ENSMUSG00000034154;Ino80;2;119203523;119308168;-1
ENSMUSG00000034156;Tspoap1;11;87651367;87676754;1
ENSMUSG00000034157;Cipc;12;86993817;87012136;1
ENSMUSG00000034158;Lrrc58;16;37688751;37709220;1
ENSMUSG00000034159;Mab21l4;1;93079071;93088670;-1
ENSMUSG00000034160;Ogt;X;100683666;100727957;1
ENSMUSG00000034163;Zfc3h1;10;115220864;115268677;1
ENSMUSG00000034164;Emid1;11;5056265;5102257;-1
ENSMUSG00000034165;Ccnd3;17;47815976;47910616;1
ENSMUSG00000034168;Irf2bpl;12;86927475;86931572;-1
ENSMUSG00000034171;Faah;4;115824342;115875123;-1
ENSMUSG00000034173;Zbed5;5;129924564;129932464;1
ENSMUSG00000034175;Rhbdd3;11;5048926;5056093;1
ENSMUSG00000034177;Rnf43;11;87553548;87626365;1
ENSMUSG00000034187;Nsf;11;103712608;103844882;-1
ENSMUSG00000034189;Hsdl1;8;120288728;120301922;-1
ENSMUSG00000034190;Chmp7;14;69954449;69969990;-1
ENSMUSG00000034192;Lsm3;6;91492910;91499607;1
ENSMUSG00000034194;R3hcc1;14;69934756;69945033;-1
ENSMUSG00000034201;Gas2l1;11;5004132;5015327;-1
ENSMUSG00000034203;Chchd4;6;91439154;91450528;-1
ENSMUSG00000034205;Loxl2;14;69846517;69933283;1
ENSMUSG00000034206;Polq;16;36832148;36915779;1
ENSMUSG00000034210;Efcab14;4;115594941;115634524;1
ENSMUSG00000034211;Mrps17;5;129792561;129799620;1
ENSMUSG00000034216;Vps18;2;119119221;119128934;1
ENSMUSG00000034218;Atm;9;53350449;53448040;-1
ENSMUSG00000034219;Septin14;5;129760455;129785576;-1
ENSMUSG00000034220;Gpc1;1;92759367;92788501;1
ENSMUSG00000034227;Foxj1;11;116221530;116226225;-1
ENSMUSG00000034235;Usp54;14;20598980;20691131;-1
ENSMUSG00000034243;Golgb1;16;36695502;36753447;1
ENSMUSG00000034245;Hdac11;6;91133647;91151674;1
ENSMUSG00000034247;Plekhm1;11;103255101;103303513;-1
ENSMUSG00000034248;Slc25a37;14;69479297;69522561;-1
ENSMUSG00000034252;Senp6;9;79974185;80052235;1
ENSMUSG00000034254;Agpat1;17;34823236;34832423;1
ENSMUSG00000034255;Arhgap27;11;103222323;103254518;-1
ENSMUSG00000034258;Flvcr2;12;85793313;85860359;1
ENSMUSG00000034259;Exosc4;15;76211597;76214877;1
ENSMUSG00000034263;Ints14;9;64868187;64894260;1
ENSMUSG00000034265;Zdhhc14;17;5542832;5804086;1
ENSMUSG00000034269;Setd5;6;113054326;113130396;1
ENSMUSG00000034271;Jdp2;12;85645801;85686652;1
ENSMUSG00000034274;Thoc5;11;4845320;4878867;1
ENSMUSG00000034275;Igsf9b;9;27210500;27268842;1
ENSMUSG00000034278;Dnajc17;2;119002981;119039276;-1
ENSMUSG00000034282;Evpl;11;116111385;116128903;-1
ENSMUSG00000034285;Nipsnap1;11;4823951;4844200;1
ENSMUSG00000034290;Nek9;12;85346288;85386136;-1
ENSMUSG00000034292;Traf3ip1;1;91422369;91457029;1
ENSMUSG00000034295;Fhod3;18;24841680;25266558;1
ENSMUSG00000034297;Med13;11;86157859;86248428;-1
ENSMUSG00000034300;Fam53c;18;34891959;34906813;1
ENSMUSG00000034303;Ccdc15;9;37187131;37259728;-1
ENSMUSG00000034308;Sdr42e1;8;118388138;118400428;-1
ENSMUSG00000034310;Tmem132d;5;127858694;128510141;-1
ENSMUSG00000034311;Kif4;X;99669343;99770820;1
ENSMUSG00000034312;Iqsec1;6;90633070;90965667;-1
ENSMUSG00000034317;Trim59;3;68942621;68952088;-1
ENSMUSG00000034320;Slc26a2;18;61325991;61344684;-1
ENSMUSG00000034321;Exosc1;19;41910731;41921862;-1
ENSMUSG00000034324;Tmem132c;5;127318872;127642857;1
ENSMUSG00000034327;Kctd9;14;67953386;67979759;1
ENSMUSG00000034329;Brip1;11;85948964;86092019;-1
ENSMUSG00000034330;Plcg2;8;118225030;118361881;1
ENSMUSG00000034333;Zbed4;15;88635863;88668719;1
ENSMUSG00000034334;Fam151b;13;92586133;92620523;-1
ENSMUSG00000034336;Ina;19;47003137;47013766;1
ENSMUSG00000034341;Wbp2;11;115969399;115977821;-1
ENSMUSG00000034342;Cbl;9;44054273;44145346;-1
ENSMUSG00000034343;Ube2f;1;91178026;91218059;1
ENSMUSG00000034345;Gtf2h5;17;6130061;6136792;1
ENSMUSG00000034349;Smc4;3;68912071;68941956;1
ENSMUSG00000034353;Ramp1;1;91107544;91152918;1
ENSMUSG00000034354;Mtmr3;11;4430868;4544863;-1
ENSMUSG00000034361;Cpne2;8;95259618;95297159;1
ENSMUSG00000034362;Csta1;16;35940316;35951611;-1
ENSMUSG00000034371;Tkfc;19;10565155;10583018;-1
ENSMUSG00000034377;Tulp4;17;6156712;6301403;1
ENSMUSG00000034379;Wdr5b;16;35861560;35864298;1
ENSMUSG00000034382;AI661453;17;47747540;47781563;1
ENSMUSG00000034384;Barhl2;5;106600389;106606032;-1
ENSMUSG00000034390;Cmip;8;117983803;118186169;1
ENSMUSG00000034394;Lif;11;4207557;4222514;1
ENSMUSG00000034401;Spata6;4;111577181;111686381;1
ENSMUSG00000034402;Kcnh5;12;74943994;75224106;-1
ENSMUSG00000034403;Pja1;X;98509340;98514879;-1
ENSMUSG00000034412;Tbc1d10a;11;4136789;4165505;1
ENSMUSG00000034413;Neurl1b;17;26633803;26665323;1
ENSMUSG00000034422;Parp14;16;35653244;35691914;-1
ENSMUSG00000034424;Gcsh;8;117708549;117720276;-1
ENSMUSG00000034427;Myo15b;11;115749232;115783429;1
ENSMUSG00000034429;Zfp707;15;75840972;75847717;1
ENSMUSG00000034430;Zxdc;6;90346474;90380472;1
ENSMUSG00000034432;Cops8;1;90530703;90541063;1
ENSMUSG00000034435;Tmem30b;12;73590176;73593166;-1
ENSMUSG00000034437;Gm9761;3;116354584;116355075;-1
ENSMUSG00000034438;Gbp8;5;105162016;105287406;-1
ENSMUSG00000034442;Trmt5;12;73326785;73333484;-1
ENSMUSG00000034445;Cyb561a3;19;10554536;10573325;1
ENSMUSG00000034449;Dhrs11;11;84711682;84719820;-1
ENSMUSG00000034453;Polr3b;10;84458156;84563042;1
ENSMUSG00000034456;Uroc1;6;90310266;90341533;1
ENSMUSG00000034457;Eda2r;X;96377446;96420822;-1
ENSMUSG00000034459;Ifit1;19;34618271;34627409;1
ENSMUSG00000034460;Six4;12;73146383;73160230;-1
ENSMUSG00000034462;Pkd2;5;104607316;104653685;1
ENSMUSG00000034463;Scara3;14;66156843;66191384;-1
ENSMUSG00000034471;Caskin2;11;115690009;115704465;-1
ENSMUSG00000034472;Rasd2;8;75940572;75950741;1
ENSMUSG00000034473;Sec22a;16;35131501;35184288;-1
ENSMUSG00000034480;Diaph2;X;128650491;129366583;1
ENSMUSG00000034484;Snx2;18;53309388;53353937;1
ENSMUSG00000034485;Uaca;9;60701824;60787652;1
ENSMUSG00000034487;Poglut3;9;53295325;53313167;1
ENSMUSG00000034488;Edil3;13;88969591;89471342;1
ENSMUSG00000034493;4930556J24Rik;11;3887541;3926778;-1
ENSMUSG00000034501;Pcnx4;12;72583157;72626893;1
ENSMUSG00000034509;Mad2l1bp;17;46458313;46464479;-1
ENSMUSG00000034518;Hmgxb4;8;75719984;75758606;1
ENSMUSG00000034520;Gjc1;11;102690405;102710526;-1
ENSMUSG00000034522;Zfp395;14;65595838;65636379;1
ENSMUSG00000034525;Ice1;13;70699826;70785753;-1
ENSMUSG00000034528;Hsd17b13;5;104103306;104125276;-1
ENSMUSG00000034538;Zfp418;7;7174329;7186561;1
ENSMUSG00000034543;Morc2a;11;3599191;3640477;1
ENSMUSG00000034544;Rsrc1;3;66888723;67265729;1
ENSMUSG00000034551;Hdx;X;110479628;110606776;-1
ENSMUSG00000034557;Zfyve9;4;108494663;108637995;-1
ENSMUSG00000034560;Washc4;10;83379616;83432337;1
ENSMUSG00000034563;Ccpg1;9;72892711;72923622;1
ENSMUSG00000034566;Atp5h;11;115306515;115310788;-1
ENSMUSG00000034570;Inpp5j;11;3444375;3454821;-1
ENSMUSG00000034573;Ptpn13;5;103573058;103746169;1
ENSMUSG00000034574;Daam1;12;71877852;72039107;1
ENSMUSG00000034575;Tent4a;13;69646078;69682736;-1
ENSMUSG00000034579;Pla2g3;11;3438284;3449350;1
ENSMUSG00000034584;Exph5;9;53212970;53288814;1
ENSMUSG00000034586;Hid1;11;115238533;115258582;-1
ENSMUSG00000034587;8430429K09Rik;11;3402365;3429831;1
ENSMUSG00000034591;Slc41a2;10;83066712;83173746;-1
ENSMUSG00000034593;Myo5a;9;74978297;75130970;1
ENSMUSG00000034595;Ppp1r18;17;36176485;36186488;1
ENSMUSG00000034601;2700049A03Rik;12;71183622;71290077;1
ENSMUSG00000034602;Mon2;10;122827965;122912410;-1
ENSMUSG00000034607;Pof1b;X;111548128;111608348;-1
ENSMUSG00000034610;Tut4;4;108316623;108416618;1
ENSMUSG00000034612;Chst11;10;82821332;83031734;1
ENSMUSG00000034613;Ppm1h;10;122514667;122781700;1
ENSMUSG00000034614;Pik3ip1;11;3280401;3292971;1
ENSMUSG00000034616;Ssh3;19;4311696;4319208;-1
ENSMUSG00000034617;Mtrr;13;68708899;68730268;-1
ENSMUSG00000034620;Rxylt1;10;121914019;121933276;-1
ENSMUSG00000034621;Gpatch8;11;102366741;102447218;-1
ENSMUSG00000034623;Prss55;14;64312887;64327611;-1
ENSMUSG00000034634;Ly6d;15;74633905;74635469;-1
ENSMUSG00000034636;Zyg11b;4;108086921;108158293;-1
ENSMUSG00000034639;Setmar;6;108042006;108054083;1
ENSMUSG00000034640;Tiparp;3;65435831;65462939;1
ENSMUSG00000034641;Cd300ld;11;114873100;114880748;-1
ENSMUSG00000034647;Ankrd12;17;66272693;66384084;-1
ENSMUSG00000034648;Lrrn1;6;107506729;107547175;1
ENSMUSG00000034652;Cd300a;11;114780867;114795480;1
ENSMUSG00000034653;Ythdc2;18;44960813;45022791;1
ENSMUSG00000034656;Cacna1a;8;85065268;85366875;1
ENSMUSG00000034659;Tmem109;19;10848024;10859365;-1
ENSMUSG00000034663;Bmp2k;5;97145548;97239726;1
ENSMUSG00000034664;Itga2b;11;102344123;102360948;-1
ENSMUSG00000034667;Xpot;10;121423285;121462237;-1
ENSMUSG00000034673;Pbx2;17;34810240;34816374;1
ENSMUSG00000034674;Tdg;10;82465662;82486633;1
ENSMUSG00000034675;Dbn1;13;55621242;55635924;-1
ENSMUSG00000034681;Rnps1;17;24633539;24644875;1
ENSMUSG00000034683;Ppp1r1c;2;79538124;79648840;1
ENSMUSG00000034684;Sema3f;9;107558699;107587674;-1
ENSMUSG00000034685;Fam171a2;11;102327807;102338508;-1
ENSMUSG00000034687;Fras1;5;96521814;96932587;1
ENSMUSG00000034707;Gns;10;121200995;121233154;1
ENSMUSG00000034708;Grn;11;102321141;102327874;1
ENSMUSG00000034709;Ppp1r21;17;88837546;88895795;1
ENSMUSG00000034714;Ttyh2;11;114566257;114611803;1
ENSMUSG00000034723;Tmx4;2;134436105;134486065;-1
ENSMUSG00000034724;Cnot6l;5;96218192;96312030;-1
ENSMUSG00000034729;Mrps10;17;47679812;47692342;1
ENSMUSG00000034731;Dgkh;14;78796190;78970216;-1
ENSMUSG00000034738;Nostrin;2;68966144;69019674;1
ENSMUSG00000034739;Mfrp;9;44013026;44020484;1
ENSMUSG00000034744;Nagk;6;83771964;83781000;1
ENSMUSG00000034748;Sirt6;10;81457619;81463631;-1
ENSMUSG00000034751;Mast4;13;102868994;103471005;-1
ENSMUSG00000034757;Tmub2;11;102175757;102180063;1
ENSMUSG00000034758;Tle6;10;81426738;81436907;-1
ENSMUSG00000034761;Map4k5;12;69850524;69939974;-1
ENSMUSG00000034762;Glis1;4;107291788;107492258;1
ENSMUSG00000034764;1700006J14Rik;10;120200062;120220241;1
ENSMUSG00000034765;Dusp5;19;53517540;53530862;1
ENSMUSG00000034768;Asb16;11;102159569;102170288;1
ENSMUSG00000034771;Tle2;10;81410395;81426679;1
ENSMUSG00000034773;Hrob;11;102139708;102156013;1
ENSMUSG00000034780;B3galt1;2;67396215;67953033;1
ENSMUSG00000034781;Gna11;10;81364558;81381024;-1
ENSMUSG00000034785;Dio1;4;107148662;107164366;-1
ENSMUSG00000034786;Gpsm3;17;34808780;34810728;1
ENSMUSG00000034789;Rab24;13;55467556;55469759;-1
ENSMUSG00000034793;G6pc3;11;102080446;102084907;1
ENSMUSG00000034795;Ccdc122;14;77274212;77349697;1
ENSMUSG00000034796;Cpne7;8;123844113;123861921;1
ENSMUSG00000034799;Unc13a;8;72077061;72124401;-1
ENSMUSG00000034800;Zfp661;2;127416582;127429014;-1
ENSMUSG00000034801;Sos2;12;69630536;69728626;-1
ENSMUSG00000034807;Colgalt1;8;72063642;72077555;1
ENSMUSG00000034810;Scn7a;2;66503769;66615258;-1
ENSMUSG00000034813;Grip1;10;119289735;119923166;1
ENSMUSG00000034818;Celf5;10;81295061;81318543;-1
ENSMUSG00000034820;Cpsf7;19;10502630;10525017;1
ENSMUSG00000034825;Nrip3;7;109357262;109381232;-1
ENSMUSG00000034826;Nup54;5;92563399;92583078;-1
ENSMUSG00000034829;Nxnl1;8;72013199;72019245;-1
ENSMUSG00000034832;Tet3;6;83339355;83436066;-1
ENSMUSG00000034837;Gnat1;9;107551673;107556911;-1
ENSMUSG00000034842;Art3;5;92479686;92562487;1
ENSMUSG00000034845;Plvap;8;71950409;71964396;-1
ENSMUSG00000034848;Ttc21b;2;66014671;66086961;-1
ENSMUSG00000034850;Tmem127;2;127089828;127103027;1
ENSMUSG00000034853;Acot11;4;106601752;106662195;-1
ENSMUSG00000034854;Mfsd12;10;81193325;81202059;1
ENSMUSG00000034855;Cxcl10;5;92494497;92496748;-1
ENSMUSG00000034858;Fam214a;9;74860166;74939750;1
ENSMUSG00000034863;Ano8;8;71928663;71938607;-1
ENSMUSG00000034867;Ankrd27;7;35285669;35338651;1
ENSMUSG00000034868;Myl12b;17;71280128;71297885;-1
ENSMUSG00000034871;Fam151a;4;106591086;106605489;1
ENSMUSG00000034875;Nudt19;7;35246610;35255729;-1
ENSMUSG00000034880;Mrpl34;8;71917603;71918391;1
ENSMUSG00000034883;Lrr1;12;69215588;69225783;1
ENSMUSG00000034889;Cactin;10;81156937;81162076;1
ENSMUSG00000034891;Sncb;13;54906673;54914408;-1
ENSMUSG00000034892;Rps29;12;69204496;69205960;-1
ENSMUSG00000034893;Cog3;14;75939790;75991998;-1
ENSMUSG00000034898;Filip1;9;79712376;79920133;-1
ENSMUSG00000034902;Pip5k1c;10;81128797;81155807;1
ENSMUSG00000034903;Cobll1;2;64918683;65069747;-1
ENSMUSG00000034906;Ncaph;2;126945729;126975874;-1
ENSMUSG00000034908;Sidt2;9;45849155;45866556;-1
ENSMUSG00000034910;Pygo1;9;72832927;72859463;1
ENSMUSG00000034911;Ushbp1;8;71836916;71848446;-1
ENSMUSG00000034912;Mdga2;12;66512834;67269323;-1
ENSMUSG00000034917;Tjp3;10;81109041;81127415;-1
ENSMUSG00000034918;Cdhr2;13;54849274;54884475;1
ENSMUSG00000034919;Ttc22;4;106479629;106497386;1
ENSMUSG00000034926;Dhcr24;4;106418235;106446310;1
ENSMUSG00000034928;Rnf44;13;54827212;54841720;-1
ENSMUSG00000034930;Rtkn;6;83112444;83129560;1
ENSMUSG00000034931;Dhx8;11;101623745;101658184;1
ENSMUSG00000034932;Mrpl54;10;81100547;81102768;-1
ENSMUSG00000034936;Arl4d;11;101556367;101558658;1
ENSMUSG00000034940;Synrg;11;83855254;83935404;1
ENSMUSG00000034947;Tmem106a;11;101473068;101482614;1
ENSMUSG00000034949;Zfr2;10;81068989;81087957;1
ENSMUSG00000034951;Cog7;7;121478586;121580934;-1
ENSMUSG00000034957;Cebpa;7;34818718;34821353;1
ENSMUSG00000034958;Atcay;10;81040342;81066667;-1
ENSMUSG00000034973;Dop1a;9;86349207;86437976;1
ENSMUSG00000034974;Dapk3;10;81018839;81029031;1
ENSMUSG00000034981;Parm1;5;91665474;91774753;1
ENSMUSG00000034990;Otoa;7;120680873;120762320;1
ENSMUSG00000034993;Vat1;11;101349571;101357056;-1
ENSMUSG00000034994;Eef2;10;81012465;81018332;1
ENSMUSG00000034998;Foxn2;17;88748139;88797961;1
ENSMUSG00000035000;Dpp4;2;62160417;62242575;-1
ENSMUSG00000035004;Igsf6;7;120663290;120673795;-1
ENSMUSG00000035007;Rundc1;11;101315911;101326499;1
ENSMUSG00000035011;Zbtb7a;10;80971054;80988829;1
ENSMUSG00000035021;Baz1a;12;54939774;55061133;-1
ENSMUSG00000035024;Ncapd3;9;26941471;27006611;1
ENSMUSG00000035027;Map2k2;10;80941749;80969809;1
ENSMUSG00000035031;C8a;4;104672876;104733595;-1
ENSMUSG00000035032;Nek11;9;105039355;105272723;-1
ENSMUSG00000035033;Tbr1;2;61633274;61644458;1
ENSMUSG00000035041;Creb3l3;10;80920158;80934708;-1
ENSMUSG00000035042;Ccl5;11;83416604;83421344;-1
ENSMUSG00000035045;Zc3h12b;X;94755284;94976243;1
ENSMUSG00000035047;Kri1;9;21184753;21199265;-1
ENSMUSG00000035048;Anapc13;9;102503495;102511624;1
ENSMUSG00000035049;Rrp12;19;41851290;41884612;-1
ENSMUSG00000035051;Dhx57;17;80545738;80597905;-1
ENSMUSG00000035062;Zc4h2;X;94682799;94702115;-1
ENSMUSG00000035064;Eef2k;7;120442054;120506673;1
ENSMUSG00000035067;Xkr6;14;63843952;64058258;1
ENSMUSG00000035069;Oma1;4;103171009;103229065;1
ENSMUSG00000035078;Mtmr9;14;63757100;63781431;-1
ENSMUSG00000035085;1700020L24Rik;11;83328503;83332059;1
ENSMUSG00000035086;Becn1;11;101176778;101193112;-1
ENSMUSG00000035093;Secisbp2l;2;125578906;125624790;-1
ENSMUSG00000035095;Fam167a;14;63673843;63702947;1
ENSMUSG00000035104;Eva1a;6;82018024;82070080;1
ENSMUSG00000035105;Egln3;12;54225767;54250646;-1
ENSMUSG00000035107;Dcbld2;16;58228806;58290090;1
ENSMUSG00000035109;Shc4;2;125469367;125566068;-1
ENSMUSG00000035112;Wnk4;11;101151393;101168235;1
ENSMUSG00000035121;Neil2;14;63419892;63431305;-1
ENSMUSG00000035125;Gcfc2;6;81900650;81936896;1
ENSMUSG00000035126;Dnai4;4;102895262;102971752;-1
ENSMUSG00000035131;Brinp3;1;146370498;146778210;1
ENSMUSG00000035133;Arhgap5;12;52550755;52618758;1
ENSMUSG00000035139;Secisbp2;13;51805733;51838080;1
ENSMUSG00000035142;Nubpl;12;52144520;52359527;1
ENSMUSG00000035150;Eif2s3x;X;93232313;93256468;-1
ENSMUSG00000035151;Elmod2;8;84039261;84059115;-1
ENSMUSG00000035152;Ap2b1;11;83189850;83295861;1
ENSMUSG00000035158;Mitf;6;97784013;97998310;1
ENSMUSG00000035161;Ints6;14;62913779;62998618;-1
ENSMUSG00000035164;Zc3h12c;9;52022644;52079872;-1
ENSMUSG00000035168;Tanc1;2;59442386;59676493;1
ENSMUSG00000035171;1110059E24Rik;19;21558566;21630340;-1
ENSMUSG00000035172;Plekhh3;11;101053505;101062177;-1
ENSMUSG00000035173;Ccdc186;19;56775913;56810622;-1
ENSMUSG00000035181;Heatr5a;12;51922654;52018104;-1
ENSMUSG00000035183;Slc24a5;2;124910044;124930597;1
ENSMUSG00000035184;Fam124a;14;62793186;62845935;1
ENSMUSG00000035186;Ubd;17;37504783;37506986;1
ENSMUSG00000035189;Ano4;10;88784856;89180624;-1
ENSMUSG00000035198;Tubg1;11;101010764;101017245;1
ENSMUSG00000035199;Arl6ip5;6;97187650;97210276;1
ENSMUSG00000035200;Chrnb4;9;54935438;54956063;-1
ENSMUSG00000035202;Lars2;9;123195992;123291731;1
ENSMUSG00000035203;Epn1;7;5083234;5101177;1
ENSMUSG00000035206;Sppl2b;10;80691109;80704542;1
ENSMUSG00000035208;Slfn8;11;82892984;82911636;-1
ENSMUSG00000035212;Leprot;4;101504915;101516561;1
ENSMUSG00000035215;Lsm7;10;80688655;80691043;-1
ENSMUSG00000035226;Rims4;2;163701671;163760603;-1
ENSMUSG00000035227;Spcs2;7;99486776;99512669;-1
ENSMUSG00000035228;Ccdc106;7;5023552;5063784;1
ENSMUSG00000035232;Pdk3;X;92808213;92875807;-1
ENSMUSG00000035234;Abraxas1;5;100953058;100968831;-1
ENSMUSG00000035235;Trim13;14;61835696;61843395;1
ENSMUSG00000035236;Scai;2;38956226;39080746;-1
ENSMUSG00000035237;Lcat;8;106666183;106670014;-1
ENSMUSG00000035239;Neu3;7;99460646;99477624;-1
ENSMUSG00000035242;Oaz1;10;80662490;80665124;1
ENSMUSG00000035245;Eogt;6;97086985;97126143;-1
ENSMUSG00000035246;Pcyt1b;X;92698469;92793557;1
ENSMUSG00000035247;Hectd1;12;51790505;51876319;-1
ENSMUSG00000035248;Tut7;13;59919375;59970961;-1
ENSMUSG00000035258;Abi3bp;16;56298241;56510498;1
ENSMUSG00000035266;Helq;5;100910011;100946464;-1
ENSMUSG00000035268;Pkig;2;163500306;163568078;1
ENSMUSG00000035270;Impg2;16;56024676;56094119;1
ENSMUSG00000035273;Hpse;5;100827350;100867582;-1
ENSMUSG00000035274;Tpbg;9;85724433;85729093;1
ENSMUSG00000035275;Raver2;4;100926180;101009567;1
ENSMUSG00000035278;Plekhj1;10;80631933;80634460;-1
ENSMUSG00000035279;Ssc5d;7;4928784;4947825;1
ENSMUSG00000035284;Vps13c;9;67747678;67902920;1
ENSMUSG00000035285;Nat14;7;4925027;4928005;1
ENSMUSG00000035293;G2e3;12;51394844;51423769;1
ENSMUSG00000035295;Wdr38;2;38887488;38896180;1
ENSMUSG00000035297;Cops4;5;100666175;100695669;1
ENSMUSG00000035299;Mid1;X;168468195;168788732;1
ENSMUSG00000035305;Ror1;4;99952988;100301962;1
ENSMUSG00000035311;Gnptab;10;88214994;88283191;1
ENSMUSG00000035314;Gdpd5;7;99030621;99111084;1
ENSMUSG00000035325;Sec31a;5;100509508;100564093;-1
ENSMUSG00000035329;Fbxo33;12;59247441;59266511;-1
ENSMUSG00000035337;Uchl4;9;64142483;64143644;1
ENSMUSG00000035342;Lzts2;19;45002853;45015550;1
ENSMUSG00000035351;Nup37;10;87982854;88014252;1
ENSMUSG00000035352;Ccl12;11;81992671;81994226;1
ENSMUSG00000035354;Uvrag;7;98534228;98790348;-1
ENSMUSG00000035355;Kcnh4;11;100631202;100650768;-1
